field_1,lat,long,input_address,estblishment in ent dist_IsEnt
340,43.6685826,-79.3857446,"3 CHARLES ST E, Toronto, ON, Canada",
341,43.6678386,-79.3692698,"601 PARLIAMENT ST , Toronto, ON, Canada",
342,43.6542077,-79.4242435,"864 COLLEGE ST , Toronto, ON, Canada",
343,43.6477379,-79.4493729,"289 RONCESVALLES AVE , Toronto, ON, Canada",
344,43.768674,-79.187904,"4449 KINGSTON RD , Toronto, ON, Canada",
345,43.6651504,-79.3213699,"1483 QUEEN ST E, Toronto, ON, Canada",
346,43.6626189,-79.4262793,"756 OSSINGTON AVE , Toronto, ON, Canada",
347,43.6773561,-79.3472881,"690 CARLAW AVE , Toronto, ON, Canada",
348,43.6869575,-79.3169025,"50 WOODMOUNT AVE , Toronto, ON, Canada",
349,43.6770833,-79.3521926,"175 HAMPTON AVE , Toronto, ON, Canada",
350,43.6578297,-79.4744334,"125 EVELYN CRES , Toronto, ON, Canada",
351,43.6554204,-79.3942897,"177 BEVERLEY ST , Toronto, ON, Canada",
352,43.7744274,-79.2315823,"1050 MARKHAM RD , Toronto, ON, Canada",
353,43.7458961,-79.2192006,"225 MARKHAM RD , Toronto, ON, Canada",
354,43.7030141,-79.5244459,"2145 WESTON RD , Toronto, ON, Canada",
355,43.7886637,-79.3293192,"2836 VICTORIA PARK AVE , Toronto, ON, Canada",
356,43.755056,-79.348422,"877 YORK MILLS RD , Toronto, ON, Canada",
357,43.6608906,-79.3832627,"444 YONGE ST , Toronto, ON, Canada",
358,43.6486095,-79.3799669,"243 BAY ST , Toronto, ON, Canada",
359,43.7581779,-79.5196796,"1 YORK GATE BLVD , Toronto, ON, Canada",
360,43.6122294,-79.5123475,"26 MAGNIFICENT RD , Toronto, ON, Canada",
361,43.7301321,-79.4318781,"3541 BATHURST ST , Toronto, ON, Canada",
362,43.7223316,-79.2812627,"103 MANVILLE RD , Toronto, ON, Canada",
363,43.671885,-79.3820144,"200 BLOOR ST E, Toronto, ON, Canada",
364,43.6904225,-79.355035,"1221 BROADVIEW AVE , Toronto, ON, Canada",
365,43.6730817,-79.286518,"2256 QUEEN ST E, Toronto, ON, Canada",
366,43.7677216,-79.270311,"1163 ELLESMERE RD , Toronto, ON, Canada",
367,43.8034786,-79.1706042,"30 DEAN PARK RD , Toronto, ON, Canada",
368,43.7585038,-79.3532995,"1 VALLEYBROOK DR , Toronto, ON, Canada",
369,43.6622941,-79.3683227,"270 GERRARD ST E, Toronto, ON, Canada",
370,43.6731898,-79.4226931,"600 MELITA CRES , Toronto, ON, Canada",
371,43.6708389,-79.4215241,"258 CHRISTIE ST , Toronto, ON, Canada",
372,43.7883257,-79.329155,"2792 VICTORIA PARK AVE , Toronto, ON, Canada",
373,43.7759939,-79.3252841,"2450 SHEPPARD AVE E, Toronto, ON, Canada",
374,43.732389,-79.2693472,"2412 EGLINTON AVE E, Toronto, ON, Canada",
375,43.6636136,-79.3795487,"83 ALEXANDER ST , Toronto, ON, Canada",
376,43.6847055,-79.4843016,"995 WESTON RD , Toronto, ON, Canada",
377,43.6873058,-79.4390568,"370 OAKWOOD AVE , Toronto, ON, Canada",
378,43.6512434,-79.4106314,"869 DUNDAS ST W, Toronto, ON, Canada",
379,43.6695671,-79.3885937,"55 BLOOR ST W, Toronto, ON, Canada",
380,43.7060839,-79.3985409,"2200 YONGE ST , Toronto, ON, Canada",
381,43.7091388,-79.4531735,"2929 DUFFERIN ST , Toronto, ON, Canada",
382,43.7726838,-79.3280596,"2235 SHEPPARD AVE E, Toronto, ON, Canada",
383,43.713297,-79.399421,"2549 YONGE ST , Toronto, ON, Canada",
384,43.806089,-79.3600747,"140 CLIFFWOOD RD , Toronto, ON, Canada",
385,43.6579416,-79.4437006,"1313 BLOOR ST W, Toronto, ON, Canada",
386,43.6425657,-79.3870557,"301 FRONT ST W, Toronto, ON, Canada",1
387,43.7226446,-79.5518165,"45 GOLFDOWN DR , Toronto, ON, Canada",
388,43.6650445,-79.3849414,"574 YONGE ST , Toronto, ON, Canada",
389,43.7041768,-79.2525048,"2223 KINGSTON RD , Toronto, ON, Canada",
390,43.6661399,-79.3873302,"1033 BAY ST , Toronto, ON, Canada",
391,43.6730271,-79.3191539,"255 COXWELL AVE , Toronto, ON, Canada",
392,43.7030231,-79.5746464,"124 BELFIELD RD , Toronto, ON, Canada",
393,43.7317604,-79.4591507,"3622 DUFFERIN ST , Toronto, ON, Canada",
394,43.6541547,-79.3852113,"89 CHESTNUT ST , Toronto, ON, Canada",
395,43.7875515,-79.2696579,"4400 SHEPPARD AVE E, Toronto, ON, Canada",
396,43.7855289,-79.2756616,"4271 SHEPPARD AVE E, Toronto, ON, Canada",
397,43.7022317,-79.5036323,"1664 JANE ST , Toronto, ON, Canada",
398,43.6739868,-79.2817084,"2354 QUEEN ST E, Toronto, ON, Canada",
399,43.661823,-79.519696,"270 THE KINGSWAY  , Toronto, ON, Canada",
400,43.6401995,-79.4473076,"66 RONCESVALLES AVE , Toronto, ON, Canada",
401,43.7316768,-79.4035456,"3363 YONGE ST , Toronto, ON, Canada",
402,43.6547584,-79.4014896,"198 BALDWIN ST , Toronto, ON, Canada",
403,43.759448,-79.218356,"61 HOLMFIRTH TER , Toronto, ON, Canada",
404,43.7261801,-79.262153,"30 CORVETTE AVE , Toronto, ON, Canada",
405,43.6937945,-79.3305991,"520 COSBURN AVE , Toronto, ON, Canada",
406,43.7594291,-79.2977358,"1411 WARDEN AVE , Toronto, ON, Canada",
407,43.6802907,-79.3957037,"85 BIRCH AVE , Toronto, ON, Canada",
408,43.7628795,-79.337981,"135 FENELON DR , Toronto, ON, Canada",
409,43.6664065,-79.3156187,"1631 QUEEN ST E, Toronto, ON, Canada",
410,43.7068564,-79.2532899,"102 CRAIGLEE DR , Toronto, ON, Canada",
411,43.771524,-79.444939,"531 FINCH AVE W, Toronto, ON, Canada",
412,43.6471745,-79.3714236,"2 THE MARKET PL , Toronto, ON, Canada",
413,43.6483794,-79.3884822,"240 ADELAIDE ST W, Toronto, ON, Canada",1
414,43.6543685,-79.4514901,"2238 DUNDAS ST W, Toronto, ON, Canada",
415,43.6592809,-79.3994589,"250 COLLEGE ST , Toronto, ON, Canada",
416,43.6648911,-79.3803196,"481 CHURCH ST , Toronto, ON, Canada",
417,43.8008339,-79.3706686,"6000 LESLIE ST , Toronto, ON, Canada",
418,43.788164,-79.4073855,"205 CUMMER AVE , Toronto, ON, Canada",
419,43.7313513,-79.4647608,"772 WILSON AVE , Toronto, ON, Canada",
420,43.6634439,-79.3724012,"184 CARLTON ST , Toronto, ON, Canada",
421,43.8144172,-79.323702,"325 BAMBURGH CRCL , Toronto, ON, Canada",
422,43.6824764,-79.4219914,"572 ST CLAIR AVE W, Toronto, ON, Canada",
423,43.6525865,-79.3984452,"280 SPADINA AVE , Toronto, ON, Canada",
424,43.6980028,-79.3902179,"8 PAILTON CRES , Toronto, ON, Canada",
425,43.6614925,-79.3806156,"45 CARLTON ST , Toronto, ON, Canada",
426,43.65816,-79.487595,"781 ANNETTE ST , Toronto, ON, Canada",
427,43.6455962,-79.5320685,"5064 DUNDAS ST W, Toronto, ON, Canada",
428,43.6842141,-79.3570829,"1040 BROADVIEW AVE , Toronto, ON, Canada",
429,43.7101064,-79.4533936,"2957 DUFFERIN ST , Toronto, ON, Canada",
430,43.6331956,-79.5422819,"5449 DUNDAS ST W, Toronto, ON, Canada",
431,43.7395802,-79.2369911,"2916 EGLINTON AVE E, Toronto, ON, Canada",
432,43.7672251,-79.281873,"1910 KENNEDY RD , Toronto, ON, Canada",
433,43.7449535,-79.4874139,"1420 SHEPPARD AVE W, Toronto, ON, Canada",
434,43.7557032,-79.4404832,"626 SHEPPARD AVE W, Toronto, ON, Canada",
435,43.7089982,-79.5345164,"2538 WESTON RD , Toronto, ON, Canada",
436,43.6555365,-79.3809338,"218 YONGE ST , Toronto, ON, Canada",
437,43.7535181,-79.2533553,"2875 LAWRENCE AVE E, Toronto, ON, Canada",
438,43.7125185,-79.4363822,"101 ENGLEMOUNT AVE , Toronto, ON, Canada",
439,43.6817879,-79.3358578,"108 STRATHMORE BLVD , Toronto, ON, Canada",
440,43.6808219,-79.3337673,"1125 DANFORTH AVE , Toronto, ON, Canada",
441,43.6797052,-79.3397512,"861 DANFORTH AVE , Toronto, ON, Canada",
442,43.678383,-79.3489417,"500 DANFORTH AVE , Toronto, ON, Canada",
443,43.6877025,-79.302627,"2517 DANFORTH AVE , Toronto, ON, Canada",
444,43.6643169,-79.3683352,"248 CARLTON ST , Toronto, ON, Canada",
445,43.649414,-79.4830628,"2401 BLOOR ST W, Toronto, ON, Canada",
446,43.7037623,-79.4130489,"494 EGLINTON AVE W, Toronto, ON, Canada",
447,43.6747802,-79.395649,"219 DAVENPORT RD , Toronto, ON, Canada",
448,43.6706764,-79.4548339,"1900 DAVENPORT RD , Toronto, ON, Canada",
449,43.8091302,-79.3179862,"130 FUNDY BAY BLVD , Toronto, ON, Canada",
450,43.6993623,-79.3957521,"41 MILLWOOD RD , Toronto, ON, Canada",
451,43.6449355,-79.386151,"200 FRONT ST W, Toronto, ON, Canada",1
452,43.6791497,-79.3210977,"11 COATSWORTH CRES , Toronto, ON, Canada",
453,43.7533657,-79.1879111,"66 DEARHAM WOOD , Toronto, ON, Canada",
454,43.7607791,-79.4868309,"60 TORO RD , Toronto, ON, Canada",
455,43.6896605,-79.3915595,"23 FERNDALE AVE , Toronto, ON, Canada",
456,43.7284241,-79.4799473,"1060 WILSON AVE , Toronto, ON, Canada",
457,43.6376638,-79.5306226,"344 BERING AVE , Toronto, ON, Canada",
458,43.6728102,-79.463786,"1799 ST CLAIR AVE W, Toronto, ON, Canada",
459,43.6497289,-79.4206438,"247 OSSINGTON AVE , Toronto, ON, Canada",
460,43.7459155,-79.2864622,"65 UNDERWRITERS RD , Toronto, ON, Canada",
461,43.677392,-79.3517083,"389 DANFORTH AVE , Toronto, ON, Canada",
462,43.6631493,-79.3957833,"15 KINGS COLLEGE CRCL , Toronto, ON, Canada",
463,43.6765649,-79.4483276,"1299 ST CLAIR AVE W, Toronto, ON, Canada",
464,43.7460446,-79.2916099,"2101 LAWRENCE AVE E, Toronto, ON, Canada",
465,43.7262378,-79.2994269,"1880 EGLINTON AVE E, Toronto, ON, Canada",
466,43.7503447,-79.6077747,"21 ROYALCREST RD , Toronto, ON, Canada",
467,43.5997853,-79.5089198,"3031 LAKE SHORE BLVD W, Toronto, ON, Canada",
468,43.6700945,-79.3927098,"140 CUMBERLAND ST , Toronto, ON, Canada",
469,43.6338964,-79.5297159,"26 ADVANCE RD , Toronto, ON, Canada",
470,43.6562119,-79.358918,"58 SUMACH ST , Toronto, ON, Canada",
471,43.6699197,-79.483303,"835 RUNNYMEDE RD , Toronto, ON, Canada",
472,43.6798938,-79.4332982,"877 ST CLAIR AVE W, Toronto, ON, Canada",
473,43.6560132,-79.4352469,"900 DUFFERIN ST , Toronto, ON, Canada",
474,43.6294884,-79.5651348,"52 NEILSON DR , Toronto, ON, Canada",
475,43.64929,-79.4500658,"335 RONCESVALLES AVE , Toronto, ON, Canada",
476,43.7758834,-79.1727624,"4679 KINGSTON RD , Toronto, ON, Canada",
477,43.7048926,-79.2884998,"447 PHARMACY AVE , Toronto, ON, Canada",
478,43.7639054,-79.3987605,"201 SHEPPARD AVE E, Toronto, ON, Canada",
479,43.7886341,-79.3522241,"25 AXSMITH CRES , Toronto, ON, Canada",
480,43.7783074,-79.348493,"3060 DON MILLS RD , Toronto, ON, Canada",
481,43.6930141,-79.342427,"363 DONLANDS AVE , Toronto, ON, Canada",
482,43.6807109,-79.3375901,"4 DONLANDS AVE , Toronto, ON, Canada",
483,43.6738842,-79.4602359,"1747 ST CLAIR AVE W, Toronto, ON, Canada",
484,43.7920059,-79.3928772,"3337 BAYVIEW AVE , Toronto, ON, Canada",
485,43.6795909,-79.3578449,"855 BROADVIEW AVE , Toronto, ON, Canada",
486,43.7453632,-79.3250788,"67 UNDERHILL DR , Toronto, ON, Canada",
487,43.6762447,-79.3573581,"141 DANFORTH AVE , Toronto, ON, Canada",
488,43.659669,-79.4368366,"1162 BLOOR ST W, Toronto, ON, Canada",
489,43.7139788,-79.5584547,"38 REXDALE BLVD , Toronto, ON, Canada",
490,43.6835679,-79.3240416,"1562 DANFORTH AVE , Toronto, ON, Canada",
491,43.6667441,-79.4357822,"228 BARTLETT AVE , Toronto, ON, Canada",
492,43.6369028,-79.4389673,"124 DOWLING AVE , Toronto, ON, Canada",
493,43.6483603,-79.3743035,"49 WELLINGTON ST E, Toronto, ON, Canada",
494,43.7419361,-79.6050985,"8 WESTMORE DR , Toronto, ON, Canada",
495,43.6850859,-79.4852078,"1019 WESTON RD , Toronto, ON, Canada",
496,43.764466,-79.396091,"243 SHEPPARD AVE E, Toronto, ON, Canada",
497,43.662669,-79.3726619,"345 SHERBOURNE ST , Toronto, ON, Canada",
498,43.6460815,-79.3778267,"1 FRONT ST W, Toronto, ON, Canada",
499,43.6556211,-79.3867882,"123 EDWARD ST , Toronto, ON, Canada",
500,43.7492607,-79.4471605,"100 BAINBRIDGE AVE , Toronto, ON, Canada",
501,43.6888245,-79.2999797,"2638 DANFORTH AVE , Toronto, ON, Canada",
502,43.705392,-79.2522614,"2282 KINGSTON RD , Toronto, ON, Canada",
503,43.6793374,-79.4434011,"1725 DUFFERIN ST , Toronto, ON, Canada",
504,43.7090593,-79.4532098,"2927 DUFFERIN ST , Toronto, ON, Canada",
505,43.6460788,-79.4083939,"787 QUEEN ST W, Toronto, ON, Canada",
506,43.7060679,-79.3755719,"1604 BAYVIEW AVE , Toronto, ON, Canada",
507,43.666403,-79.3220462,"70 WOODFIELD RD , Toronto, ON, Canada",
508,43.7079328,-79.3982691,"2315 YONGE ST , Toronto, ON, Canada",
509,43.6528611,-79.3784525,"20 QUEEN ST W, Toronto, ON, Canada",
510,43.669198,-79.3974299,"39 PRINCE ARTHUR AVE , Toronto, ON, Canada",
511,43.6629851,-79.3304991,"1225 QUEEN ST E, Toronto, ON, Canada",
512,43.6657719,-79.472741,"3088 DUNDAS ST W, Toronto, ON, Canada",
513,43.6513107,-79.4116044,"878 DUNDAS ST W, Toronto, ON, Canada",
514,43.7622441,-79.3704177,"20 DUNLACE DR , Toronto, ON, Canada",
515,43.6955213,-79.4139356,"78 DUNLOE RD , Toronto, ON, Canada",
516,43.7752942,-79.2728096,"2247 MIDLAND AVE , Toronto, ON, Canada",
517,43.6815763,-79.3202418,"15 EARL HAIG AVE , Toronto, ON, Canada",
518,43.620432,-79.4986732,"200 MELROSE ST , Toronto, ON, Canada",
519,43.6606487,-79.4691962,"288 HUMBERSIDE AVE , Toronto, ON, Canada",
520,43.6696647,-79.3115328,"92 KINGSTON RD , Toronto, ON, Canada",
521,43.6828383,-79.297983,"43 KIMBERLEY AVE , Toronto, ON, Canada",
522,43.6949373,-79.3274267,"650 COSBURN AVE , Toronto, ON, Canada",
523,43.7326161,-79.4831762,"2861 KEELE ST , Toronto, ON, Canada",
524,43.7573764,-79.1933317,"100 GALLOWAY RD , Toronto, ON, Canada",
525,43.7239239,-79.2907194,"12 LEBOVIC AVE , Toronto, ON, Canada",
526,43.7367266,-79.2513255,"2648 EGLINTON AVE E, Toronto, ON, Canada",
527,43.6387325,-79.4455986,"1645 QUEEN ST W, Toronto, ON, Canada",
528,43.7671346,-79.5160388,"405 DRIFTWOOD AVE , Toronto, ON, Canada",
529,43.6859798,-79.3120456,"2100 DANFORTH AVE , Toronto, ON, Canada",
530,43.6814543,-79.4281029,"748 ST CLAIR AVE W, Toronto, ON, Canada",
531,43.6465767,-79.3787824,"161 BAY ST , Toronto, ON, Canada",
532,43.7483989,-79.5675133,"2825 ISLINGTON AVE , Toronto, ON, Canada",
533,43.705867,-79.4676627,"101 LOTHERTON PTWY , Toronto, ON, Canada",
534,43.7078909,-79.394018,"150 EGLINTON AVE E, Toronto, ON, Canada",
535,43.7755366,-79.1830991,"40 OLD KINGSTON RD , Toronto, ON, Canada",
536,43.6580635,-79.3974257,"229 COLLEGE ST , Toronto, ON, Canada",
537,43.6553274,-79.4196067,"750 COLLEGE ST , Toronto, ON, Canada",
538,43.6567619,-79.4071324,"430 COLLEGE ST , Toronto, ON, Canada",
539,43.7524465,-79.2622936,"2680 LAWRENCE AVE E, Toronto, ON, Canada",
540,43.6829474,-79.3265169,"1448 DANFORTH AVE , Toronto, ON, Canada",
541,43.7034935,-79.477234,"2312 KEELE ST , Toronto, ON, Canada",
542,43.6530684,-79.3791145,"189 YONGE ST , Toronto, ON, Canada",
543,43.7713662,-79.3800497,"10 ELKHORN DR , Toronto, ON, Canada",
544,43.6782295,-79.3447303,"674 PAPE AVE , Toronto, ON, Canada",
545,43.6512829,-79.3893124,"30 ST PATRICK ST , Toronto, ON, Canada",
546,43.8103902,-79.2564497,"5210 FINCH AVE E, Toronto, ON, Canada",
547,43.7482868,-79.5392577,"3395 WESTON RD , Toronto, ON, Canada",
548,43.7304788,-79.4691789,"894 WILSON AVE , Toronto, ON, Canada",
549,43.7303969,-79.4692852,"900 WILSON AVE , Toronto, ON, Canada",
550,43.6698487,-79.4361928,"165 GEARY AVE , Toronto, ON, Canada",
551,43.7878191,-79.4475678,"6030 BATHURST ST , Toronto, ON, Canada",
552,43.7351395,-79.2527871,"2607 EGLINTON AVE E, Toronto, ON, Canada",
553,43.698206,-79.4697775,"1 NORTHWESTERN AVE , Toronto, ON, Canada",
554,43.6473118,-79.5304691,"4980 DUNDAS ST W, Toronto, ON, Canada",
555,43.668264,-79.422271,"50 ESSEX ST , Toronto, ON, Canada",
556,43.623201,-79.4805156,"2189 LAKE SHORE BLVD W, Toronto, ON, Canada",
557,43.6818215,-79.358089,"958 BROADVIEW AVE , Toronto, ON, Canada",
558,43.6666126,-79.3856807,"4 IRWIN AVE , Toronto, ON, Canada",
559,43.7515136,-79.5997659,"2200 MARTIN GROVE RD , Toronto, ON, Canada",
560,43.6794774,-79.3433617,"710 DANFORTH AVE , Toronto, ON, Canada",
561,43.694822,-79.4949194,"130 INDUSTRY ST , Toronto, ON, Canada",
562,43.649323,-79.4289299,"1407 DUNDAS ST W, Toronto, ON, Canada",
563,43.7743346,-79.4422995,"4949 BATHURST ST , Toronto, ON, Canada",
564,43.7637513,-79.5294329,"145 NORFINCH DR , Toronto, ON, Canada",
565,43.6391148,-79.5622534,"1 EVA RD , Toronto, ON, Canada",
566,43.8135197,-79.2555352,"50 TIFFIELD RD , Toronto, ON, Canada",
567,43.7462518,-79.6155679,"1850 ALBION RD , Toronto, ON, Canada",
568,43.7548282,-79.2978846,"1331 WARDEN AVE , Toronto, ON, Canada",
569,43.7635761,-79.2102398,"3830 LAWRENCE AVE E, Toronto, ON, Canada",
570,43.7461706,-79.2031297,"60 GUILDWOOD PKWY , Toronto, ON, Canada",
571,43.7937487,-79.3907497,"550 CUMMER AVE , Toronto, ON, Canada",
572,43.6100558,-79.562099,"140 SHERWAY DR , Toronto, ON, Canada",
573,43.6018712,-79.5433596,"475 HORNER AVE , Toronto, ON, Canada",
574,43.6568076,-79.3834678,"635 BAY ST , Toronto, ON, Canada",
575,43.6718923,-79.4221511,"672 DUPONT ST , Toronto, ON, Canada",
576,43.8101261,-79.2798044,"119 MONTEZUMA TRL , Toronto, ON, Canada",
577,43.6917504,-79.4558014,"555 HARVIE AVE , Toronto, ON, Canada",
578,43.6397826,-79.5193352,"80 LOTHIAN AVE , Toronto, ON, Canada",
579,43.7310331,-79.404868,"28 FAIRLAWN AVE , Toronto, ON, Canada",
580,43.7196225,-79.2309066,"31 SLOLEY RD , Toronto, ON, Canada",
581,43.6481047,-79.4284536,"14 CROSS ST , Toronto, ON, Canada",
582,43.6660282,-79.3688486,"520 PARLIAMENT ST , Toronto, ON, Canada",
583,43.6579459,-79.3552786,"576 QUEEN ST W, Toronto, ON, Canada",
584,43.7162338,-79.5051607,"30 FALSTAFF AVE , Toronto, ON, Canada",
585,43.7160138,-79.5066879,"10 FALSTAFF AVE , Toronto, ON, Canada",
586,43.7164214,-79.5038327,"50 FALSTAFF AVE , Toronto, ON, Canada",
587,43.6998035,-79.2977423,"90 HALSEY AVE , Toronto, ON, Canada",
588,43.5987823,-79.5443554,"278 BROWNS LINE , Toronto, ON, Canada",
589,43.6486224,-79.3912267,"259 RICHMOND ST W, Toronto, ON, Canada",1
590,43.7014118,-79.3968895,"2023 YONGE ST , Toronto, ON, Canada",
591,43.6889885,-79.3488302,"1016 PAPE AVE , Toronto, ON, Canada",
592,43.6512774,-79.4024241,"96 DENISON AVE , Toronto, ON, Canada",
593,43.7395533,-79.4472295,"95 FAYWOOD BLVD , Toronto, ON, Canada",
594,43.7749273,-79.2407945,"1920 ELLESMERE RD , Toronto, ON, Canada",
595,43.6742228,-79.3879152,"877 YONGE ST , Toronto, ON, Canada",
596,43.7037926,-79.4132906,"502 EGLINTON AVE W, Toronto, ON, Canada",
597,43.6809105,-79.4285679,"769 ST CLAIR AVE W, Toronto, ON, Canada",
598,43.6548151,-79.4159187,"649 COLLEGE ST , Toronto, ON, Canada",
599,43.7694299,-79.535572,"220 NORELCO DR , Toronto, ON, Canada",
600,43.6687237,-79.4207562,"200 CHRISTIE ST , Toronto, ON, Canada",
601,43.7838818,-79.3959698,"277 FINCH AVE E, Toronto, ON, Canada",
602,43.6588103,-79.3846429,"711 BAY ST , Toronto, ON, Canada",
603,43.792275,-79.4180579,"6125 YONGE ST , Toronto, ON, Canada",
604,43.7521686,-79.5198902,"270 FIRGROVE CRES , Toronto, ON, Canada",
605,43.6871194,-79.4901131,"1156 WESTON RD , Toronto, ON, Canada",
606,43.7047907,-79.4582769,"98 TYCOS DR , Toronto, ON, Canada",
607,43.7307318,-79.5864201,"1675 MARTIN GROVE RD , Toronto, ON, Canada",
608,43.7469282,-79.5848745,"2580 KIPLING AVE , Toronto, ON, Canada",
609,43.6482347,-79.3795255,"199 BAY ST , Toronto, ON, Canada",
610,43.702259,-79.3975946,"2088 YONGE ST , Toronto, ON, Canada",
611,43.7049885,-79.4665543,"920 CALEDONIA RD , Toronto, ON, Canada",
612,43.7708982,-79.5415845,"4807 STEELES AVE W, Toronto, ON, Canada",
613,43.7179346,-79.3317517,"29 ST DENNIS DR , Toronto, ON, Canada",
614,43.8154046,-79.2033199,"22 LITTLES RD , Toronto, ON, Canada",
615,43.7506033,-79.2768014,"2300 LAWRENCE AVE E, Toronto, ON, Canada",
616,43.6539212,-79.4006408,"46 KENSINGTON AVE , Toronto, ON, Canada",
617,43.8108997,-79.2377684,"120 MELFORD DR , Toronto, ON, Canada",
618,43.7221057,-79.4019404,"2914 YONGE ST , Toronto, ON, Canada",
619,43.7410845,-79.2454829,"1300 DANFORTH RD , Toronto, ON, Canada",
620,43.7386312,-79.3073845,"10 HOWARTH AVE , Toronto, ON, Canada",
621,43.6567779,-79.4660244,"95 HIGH PARK AVE , Toronto, ON, Canada",
622,43.6443239,-79.3994336,"563 KING ST W, Toronto, ON, Canada",
623,43.7166569,-79.4472576,"700 LAWRENCE AVE W, Toronto, ON, Canada",
624,43.7877651,-79.2570254,"2 INVERGORDON AVE , Toronto, ON, Canada",
625,43.6774894,-79.4885718,"500 ALLIANCE AVE , Toronto, ON, Canada",
626,43.6768656,-79.4492976,"1352 ST CLAIR AVE W, Toronto, ON, Canada",
627,43.6771459,-79.3499407,"816 LOGAN AVE , Toronto, ON, Canada",
628,43.6614505,-79.384068,"20 COLLEGE ST , Toronto, ON, Canada",
629,43.6536263,-79.3729723,"145 QUEEN ST E, Toronto, ON, Canada",
630,43.7721365,-79.4709809,"45 BRISBANE RD , Toronto, ON, Canada",
631,43.6461163,-79.3907967,"321 KING ST W, Toronto, ON, Canada",1
632,43.6576281,-79.4024868,"320 COLLEGE ST , Toronto, ON, Canada",
633,43.7115833,-79.3977963,"40 ERSKINE AVE , Toronto, ON, Canada",
634,43.6278135,-79.5243373,"50 JUTLAND RD , Toronto, ON, Canada",
635,43.6239912,-79.5111807,"927 THE QUEENSWAY  , Toronto, ON, Canada",
636,43.6494788,-79.3912795,"160 JOHN ST , Toronto, ON, Canada",1
637,43.7310824,-79.4826468,"2829 KEELE ST , Toronto, ON, Canada",
638,43.6703077,-79.3986577,"60 LOWTHER AVE , Toronto, ON, Canada",
639,43.77586,-79.322451,"2912 SHEPPARD AVE E, Toronto, ON, Canada",
640,43.6492592,-79.3726488,"80 FRONT ST E, Toronto, ON, Canada",
641,43.6507162,-79.4789681,"2294 BLOOR ST W, Toronto, ON, Canada",
642,43.6663221,-79.3740181,"439 SHERBOURNE ST , Toronto, ON, Canada",
643,43.6407449,-79.4354018,"1371 QUEEN ST W, Toronto, ON, Canada",
644,43.6483301,-79.3867668,"100 SIMCOE ST , Toronto, ON, Canada",1
645,43.6515848,-79.3978437,"248 SPADINA AVE , Toronto, ON, Canada",
646,43.6480554,-79.3957326,"147 SPADINA AVE , Toronto, ON, Canada",1
647,43.6570599,-79.3571931,"531 QUEEN ST E, Toronto, ON, Canada",
648,43.6657913,-79.4075814,"483 BLOOR ST W, Toronto, ON, Canada",
649,43.66881,-79.3949977,"180 BLOOR ST W, Toronto, ON, Canada",
650,43.7377956,-79.5682617,"1176 ALBION RD , Toronto, ON, Canada",
651,43.6709549,-79.2966801,"2076 QUEEN ST E, Toronto, ON, Canada",
652,43.7292856,-79.4029014,"3263 YONGE ST , Toronto, ON, Canada",
653,43.6652175,-79.4642773,"369 KEELE ST , Toronto, ON, Canada",
654,43.6582223,-79.3390409,"539 EASTERN AVE , Toronto, ON, Canada",
