field_1,lat,long,input_address,estblishment in ent dist_IsEnt
4314,43.6872037,-79.3110288,"107 CEDARVALE AVE , Toronto, ON, Canada",
4315,43.7138097,-79.4545441,"1411 LAWRENCE AVE W, Toronto, ON, Canada",
4316,43.6750663,-79.406611,"260 DUPONT ST , Toronto, ON, Canada",
4317,43.6572011,-79.4477704,"1419 BLOOR ST W, Toronto, ON, Canada",
4318,43.7383532,-79.2387033,"340 MCCOWAN RD , Toronto, ON, Canada",
4319,43.6613806,-79.4278682,"945 BLOOR ST W, Toronto, ON, Canada",
4320,43.7644819,-79.39593,"247 SHEPPARD AVE E, Toronto, ON, Canada",
4321,43.6225526,-79.5466145,"18 MEDULLA AVE , Toronto, ON, Canada",
4322,43.7073416,-79.5052953,"1824 JANE ST , Toronto, ON, Canada",
4323,43.7096771,-79.5650414,"1987 KIPLING AVE , Toronto, ON, Canada",
4324,43.6590908,-79.4222974,"372 HARBORD ST , Toronto, ON, Canada",
4325,43.7720865,-79.1865545,"287 MORNINGSIDE AVE , Toronto, ON, Canada",
4326,43.6687541,-79.3735596,"275 BLEECKER ST , Toronto, ON, Canada",
4327,43.8026329,-79.2968488,"2885 KENNEDY RD , Toronto, ON, Canada",
4328,43.6587043,-79.3949242,"195 COLLEGE ST , Toronto, ON, Canada",
4329,43.7343024,-79.3427551,"1050 DON MILLS RD , Toronto, ON, Canada",
4330,43.8350002,-79.2564666,"5975 STEELES AVE E, Toronto, ON, Canada",
4331,43.6650299,-79.4109308,"565 BLOOR ST W, Toronto, ON, Canada",
4332,43.6496692,-79.4292377,"1414 DUNDAS ST W, Toronto, ON, Canada",
4333,43.6588232,-79.4432015,"536 LANSDOWNE AVE , Toronto, ON, Canada",
4334,43.7502572,-79.3180243,"60 ROWENA DR , Toronto, ON, Canada",
4335,43.728262,-79.4813425,"1090 WILSON AVE , Toronto, ON, Canada",
4336,43.6485964,-79.3877907,"218 ADELAIDE ST W, Toronto, ON, Canada",1
4337,43.7566876,-79.3135809,"15 ELLESMERE RD , Toronto, ON, Canada",
4338,43.7421587,-79.3163205,"81 CURLEW DR , Toronto, ON, Canada",
4339,43.6487417,-79.4498043,"323 RONCESVALLES AVE , Toronto, ON, Canada",
4340,43.6675439,-79.3691407,"589 PARLIAMENT ST , Toronto, ON, Canada",
4341,43.6508599,-79.3696675,"201 KING ST E, Toronto, ON, Canada",
4342,43.5949677,-79.5304049,"3473 LAKE SHORE BLVD W, Toronto, ON, Canada",
4343,43.593111,-79.538327,"3701 LAKE SHORE BLVD W, Toronto, ON, Canada",
4344,43.7751561,-79.1806429,"63 ORCHARD PARK DR , Toronto, ON, Canada",
4345,43.680282,-79.3911549,"1162 YONGE ST , Toronto, ON, Canada",
4346,43.7457897,-79.4874779,"3358 KEELE ST , Toronto, ON, Canada",
4347,43.807831,-79.1714312,"9501 SHEPPARD AVE E, Toronto, ON, Canada",
4348,43.6580252,-79.3766613,"89 GOULD ST , Toronto, ON, Canada",
4349,43.6492077,-79.4835343,"2425 BLOOR ST W, Toronto, ON, Canada",
4350,43.642994,-79.447548,"127 RONCESVALLES AVE , Toronto, ON, Canada",
4351,43.7818512,-79.4917372,"2899 STEELES AVE W, Toronto, ON, Canada",
4352,43.8119975,-79.2736426,"151 BRIMWOOD BLVD , Toronto, ON, Canada",
4353,43.6481001,-79.3844515,"150 KING ST W, Toronto, ON, Canada",
4354,43.7708938,-79.2820589,"16 WILLIAM KITCHEN RD , Toronto, ON, Canada",
4355,43.6655798,-79.4935152,"3605 DUNDAS ST W, Toronto, ON, Canada",
4356,43.7259593,-79.4823817,"2708 KEELE ST , Toronto, ON, Canada",
4357,43.6857899,-79.3471476,"923 PAPE AVE , Toronto, ON, Canada",
4358,43.7761014,-79.3171951,"3105 SHEPPARD AVE E, Toronto, ON, Canada",
4359,43.7975404,-79.3047864,"331 GLENDOWER CRCT , Toronto, ON, Canada",
4360,43.6374418,-79.4705573,"12 WINDERMERE AVE , Toronto, ON, Canada",
4361,43.6966792,-79.4465742,"1710 EGLINTON AVE W, Toronto, ON, Canada",
4362,43.6552746,-79.4167267,"670 COLLEGE ST , Toronto, ON, Canada",
4363,43.6654463,-79.4617259,"2776 DUNDAS ST W, Toronto, ON, Canada",
4364,43.6618646,-79.4270102,"298 CONCORD AVE , Toronto, ON, Canada",
4365,43.6906757,-79.2913946,"2994 DANFORTH AVE , Toronto, ON, Canada",
4366,43.7811893,-79.4174606,"21 HENDON AVE , Toronto, ON, Canada",
4367,43.7507774,-79.5634028,"60 PEARLDALE AVE , Toronto, ON, Canada",
4368,43.6893624,-79.3405933,"299 DONLANDS AVE , Toronto, ON, Canada",
4369,43.6904569,-79.3495154,"1068 PAPE AVE , Toronto, ON, Canada",
4370,43.664843,-79.3244334,"1400 QUEEN ST W, Toronto, ON, Canada",
4371,43.7897549,-79.199433,"685 MILITARY TRL , Toronto, ON, Canada",
4372,43.6550554,-79.3847211,"111 ELIZABETH ST , Toronto, ON, Canada",
4373,43.6417966,-79.4314599,"1326 QUEEN ST W, Toronto, ON, Canada",
4374,43.7620392,-79.2717509,"365 MIDWEST RD , Toronto, ON, Canada",
4375,43.6661813,-79.40493,"425 BLOOR ST W, Toronto, ON, Canada",
4376,43.7195893,-79.5109428,"1611 WILSON AVE , Toronto, ON, Canada",
4377,43.6481952,-79.4496177,"301 RONCESVALLES AVE , Toronto, ON, Canada",
4378,43.7074279,-79.4529708,"2871 DUFFERIN ST , Toronto, ON, Canada",
4379,43.7887034,-79.1394789,"261 PORT UNION RD , Toronto, ON, Canada",
4380,43.647379,-79.4491364,"275 RONCESVALLES AVE , Toronto, ON, Canada",
4381,43.7592602,-79.4108249,"4708 YONGE ST , Toronto, ON, Canada",
4382,43.7933176,-79.4193291,"6180 YONGE ST , Toronto, ON, Canada",
4383,43.6768369,-79.3569219,"180 DANFORTH AVE , Toronto, ON, Canada",
4384,43.6011138,-79.5453426,"394 BROWNS LINE , Toronto, ON, Canada",
4385,43.6321284,-79.4913699,"237 PARK LAWN RD , Toronto, ON, Canada",
4386,43.7472567,-79.385526,"291 YORK MILLS RD , Toronto, ON, Canada",
4387,43.7446409,-79.296277,"1979 LAWRENCE AVE E, Toronto, ON, Canada",
4388,43.6024233,-79.4988185,"2736 LAKE SHORE BLVD W, Toronto, ON, Canada",
4389,43.6038172,-79.5000028,"71 SECOND ST , Toronto, ON, Canada",
4390,43.6509775,-79.4132797,"928 DUNDAS ST W, Toronto, ON, Canada",
4391,43.7982374,-79.1412529,"92 ISLAND RD , Toronto, ON, Canada",
4392,43.6538985,-79.6001335,"5495 EGLINTON AVE W, Toronto, ON, Canada",
4393,43.7151481,-79.5075467,"2012 JANE ST , Toronto, ON, Canada",
4394,43.6432667,-79.4240241,"1132 QUEEN ST W, Toronto, ON, Canada",
4395,43.6495907,-79.4203852,"1132 DUNDAS ST W, Toronto, ON, Canada",
4396,43.6905161,-79.5741277,"585 DIXON RD , Toronto, ON, Canada",
4397,43.7684234,-79.4672537,"4550 DUFFERIN ST , Toronto, ON, Canada",
4398,43.7738992,-79.254181,"55 TOWN CENTRE CRT , Toronto, ON, Canada",
4399,43.7111734,-79.3786139,"656 EGLINTON AVE E, Toronto, ON, Canada",
4400,43.6801764,-79.2885903,"929 KINGSTON RD , Toronto, ON, Canada",
4401,43.6524316,-79.3628798,"393 KING ST E, Toronto, ON, Canada",
4402,43.6677955,-79.3747056,"495 SHERBOURNE ST , Toronto, ON, Canada",
4403,43.6399833,-79.4178315,"100 LYNN WILLIAMS ST , Toronto, ON, Canada",
4404,43.6423869,-79.3831453,"127 BREMNER BLVD , Toronto, ON, Canada",1
4405,43.7393686,-79.2379823,"2900 EGLINTON AVE E, Toronto, ON, Canada",
4406,43.6751905,-79.555494,"201 LLOYD MANOR RD , Toronto, ON, Canada",
4407,43.7670757,-79.277839,"1000 ELLESMERE RD , Toronto, ON, Canada",
4408,43.6948409,-79.5769432,"1020 MARTIN GROVE RD , Toronto, ON, Canada",
4409,43.6764015,-79.4489628,"1323 ST CLAIR AVE W, Toronto, ON, Canada",
4410,43.6536363,-79.5758732,"35 SAFFRON CRES , Toronto, ON, Canada",
4411,43.7007837,-79.5180377,"1943 WESTON RD , Toronto, ON, Canada",
4412,43.7153197,-79.5812523,"1327 MARTIN GROVE RD , Toronto, ON, Canada",
4413,43.6863204,-79.4383701,"340 OAKWOOD AVE , Toronto, ON, Canada",
4414,43.6603193,-79.3660335,"10 COLE ST , Toronto, ON, Canada",
4415,43.6614761,-79.4284744,"952 BLOOR ST W, Toronto, ON, Canada",
4416,43.6166048,-79.4880008,"2340 LAKE SHORE BLVD W, Toronto, ON, Canada",
4417,43.650588,-79.4779143,"2263 BLOOR ST W, Toronto, ON, Canada",
4418,43.6645686,-79.3255065,"4 GREENWOOD AVE , Toronto, ON, Canada",
4419,43.6682985,-79.3719615,"238 WELLESLEY ST E, Toronto, ON, Canada",
4420,43.7947029,-79.4216736,"6220 YONGE ST , Toronto, ON, Canada",
4421,43.7064049,-79.3756106,"1618 BAYVIEW AVE , Toronto, ON, Canada",
4422,43.7608071,-79.4896158,"3889 KEELE ST , Toronto, ON, Canada",
4423,43.8067504,-79.2888581,"3300 MIDLAND AVE , Toronto, ON, Canada",
4424,43.7058911,-79.487841,"1571 LAWRENCE AVE W, Toronto, ON, Canada",
4425,43.6493133,-79.5285974,"4894 DUNDAS ST W, Toronto, ON, Canada",
4426,43.7757729,-79.3254929,"2452 SHEPPARD AVE E, Toronto, ON, Canada",
4427,43.7268102,-79.4031146,"3142 YONGE ST , Toronto, ON, Canada",
4428,43.6390338,-79.4263698,"1207 KING ST W, Toronto, ON, Canada",
4429,43.6147208,-79.4886022,"2399 LAKE SHORE BLVD W, Toronto, ON, Canada",
4430,43.6822484,-79.3278212,"1387 DANFORTH AVE , Toronto, ON, Canada",
4431,43.64396,-79.3902103,"310 FRONT ST W, Toronto, ON, Canada",1
4432,43.7398512,-79.2359935,"2938 EGLINTON AVE E, Toronto, ON, Canada",
4433,43.6551038,-79.4181254,"707 COLLEGE ST , Toronto, ON, Canada",
4434,43.6623418,-79.4298801,"782 DOVERCOURT RD , Toronto, ON, Canada",
4435,43.6620896,-79.368904,"262 GERRARD ST E, Toronto, ON, Canada",
4436,43.7035275,-79.4141175,"524 EGLINTON AVE W, Toronto, ON, Canada",
4437,43.669347,-79.3860446,"707 YONGE ST , Toronto, ON, Canada",
4438,43.684634,-79.3187077,"1802 DANFORTH AVE , Toronto, ON, Canada",
4439,43.6436639,-79.4028859,"667 KING ST W, Toronto, ON, Canada",
4440,43.7868019,-79.41671,"5915 YONGE ST , Toronto, ON, Canada",
4441,43.660564,-79.343126,"894 QUEEN ST E, Toronto, ON, Canada",
4442,43.6784791,-79.4399823,"1083 ST CLAIR AVE W, Toronto, ON, Canada",
4443,43.6463276,-79.3901316,"295 KING ST W, Toronto, ON, Canada",1
4444,43.6656065,-79.3507417,"631 GERRARD ST E, Toronto, ON, Canada",
4445,43.7446845,-79.2187584,"215 MARKHAM RD , Toronto, ON, Canada",
4446,43.6458088,-79.3858068,"155 WELLINGTON ST W, Toronto, ON, Canada",1
4447,43.7898771,-79.3030205,"2598 BIRCHMOUNT RD , Toronto, ON, Canada",
4448,43.7416962,-79.2179213,"155 MARKHAM RD , Toronto, ON, Canada",
4449,43.6811117,-79.4296972,"790 ST CLAIR AVE W, Toronto, ON, Canada",
4450,43.7453984,-79.2114541,"3434 EGLINTON AVE E, Toronto, ON, Canada",
4451,43.7222053,-79.2355012,"2871 KINGSTON RD , Toronto, ON, Canada",
4452,43.694333,-79.2738523,"3561 DANFORTH AVE , Toronto, ON, Canada",
4453,43.7604408,-79.4901831,"3885 KEELE ST , Toronto, ON, Canada",
4454,43.6636232,-79.4169815,"691 BLOOR ST W, Toronto, ON, Canada",
4455,43.7915812,-79.3127134,"2547 WARDEN AVE , Toronto, ON, Canada",
4456,43.6447079,-79.3906704,"259 WELLINGTON ST W, Toronto, ON, Canada",1
4457,43.716444,-79.5722822,"45 BRYDON DR , Toronto, ON, Canada",
4458,43.7459133,-79.4875285,"3370 KEELE ST , Toronto, ON, Canada",
4459,43.7834216,-79.2864163,"4047 SHEPPARD AVE E, Toronto, ON, Canada",
4460,43.7428148,-79.2164163,"3221 EGLINTON AVE E, Toronto, ON, Canada",
4461,43.6408144,-79.4362132,"1456 QUEEN ST W, Toronto, ON, Canada",
4462,43.7958722,-79.4222844,"6464 YONGE ST , Toronto, ON, Canada",
4463,43.6453598,-79.4123818,"907 QUEEN ST W, Toronto, ON, Canada",
4464,43.7699569,-79.5212378,"4712 JANE ST , Toronto, ON, Canada",
4465,43.7979098,-79.1390854,"87 ISLAND RD , Toronto, ON, Canada",
4466,43.6473712,-79.4037282,"580 QUEEN ST W, Toronto, ON, Canada",
4467,43.6481189,-79.4001294,"472 QUEEN ST W, Toronto, ON, Canada",
4468,43.7052916,-79.343318,"80 THORNCLIFFE PARK DR , Toronto, ON, Canada",
4469,43.6872501,-79.3594324,"50 POTTERY RD , Toronto, ON, Canada",
4470,43.6980032,-79.3886579,"250 MERTON ST , Toronto, ON, Canada",
4471,43.658977,-79.4406548,"1262 BLOOR ST W, Toronto, ON, Canada",
4472,43.8030285,-79.3413552,"449 MCNICOLL AVE , Toronto, ON, Canada",
4473,43.64807,-79.5093515,"2974 BLOOR ST W, Toronto, ON, Canada",
4474,43.6528034,-79.3991397,"538 DUNDAS ST W, Toronto, ON, Canada",
4475,43.661293,-79.381213,"27 CARLTON ST , Toronto, ON, Canada",
4476,43.680359,-79.3912254,"1164 YONGE ST , Toronto, ON, Canada",
4477,43.8051382,-79.2653042,"2350 MCCOWAN RD , Toronto, ON, Canada",
4478,43.7132519,-79.3670947,"784 EGLINTON AVE E, Toronto, ON, Canada",
4479,43.7289449,-79.402909,"3241 YONGE ST , Toronto, ON, Canada",
4480,43.7683337,-79.4722193,"1054 FINCH AVE W, Toronto, ON, Canada",
4481,43.6377887,-79.4243664,"70 FRASER AVE , Toronto, ON, Canada",
4482,43.8001803,-79.1504247,"51 DURNFORD RD , Toronto, ON, Canada",
4483,43.6492502,-79.4213688,"1159 DUNDAS ST W, Toronto, ON, Canada",
4484,43.6873008,-79.3939087,"1438 YONGE ST , Toronto, ON, Canada",
4485,43.6804175,-79.4306974,"815 ST CLAIR AVE W, Toronto, ON, Canada",
4486,43.6786225,-79.3904647,"1108 YONGE ST , Toronto, ON, Canada",
4487,43.6497091,-79.3713554,"11 JARVIS ST , Toronto, ON, Canada",
4488,43.6540387,-79.423465,"859 COLLEGE ST , Toronto, ON, Canada",
4489,43.6394234,-79.4435814,"1660 QUEEN ST W, Toronto, ON, Canada",
4490,43.6711628,-79.38761,"6 CUMBERLAND ST , Toronto, ON, Canada",
4491,43.6534383,-79.3942763,"393 DUNDAS ST W, Toronto, ON, Canada",
4492,43.7045616,-79.3745396,"1523 BAYVIEW AVE , Toronto, ON, Canada",
4493,43.6388688,-79.4464265,"10 THE QUEENSWAY  , Toronto, ON, Canada",
4494,43.6496482,-79.4211127,"248 OSSINGTON AVE , Toronto, ON, Canada",
4495,43.7980295,-79.2729678,"2351 BRIMLEY RD , Toronto, ON, Canada",
4496,43.6608094,-79.3420314,"920 QUEEN ST E, Toronto, ON, Canada",
4497,43.6469248,-79.5142497,"3078 BLOOR ST W, Toronto, ON, Canada",
4498,43.6609658,-79.4308121,"1012 BLOOR ST W, Toronto, ON, Canada",
4499,43.655052,-79.4155559,"640 COLLEGE ST , Toronto, ON, Canada",
4500,43.6479027,-79.4495273,"297 RONCESVALLES AVE , Toronto, ON, Canada",
4501,43.6759283,-79.4508751,"1357 ST CLAIR AVE W, Toronto, ON, Canada",
4502,43.7624891,-79.2696227,"1782 MIDLAND AVE , Toronto, ON, Canada",
4503,43.6666894,-79.3475323,"738 GERRARD ST E, Toronto, ON, Canada",
4504,43.6813458,-79.426147,"699 ST CLAIR AVE W, Toronto, ON, Canada",
4505,43.7888959,-79.2667844,"4466 SHEPPARD AVE E, Toronto, ON, Canada",
4506,43.6989052,-79.5334268,"1577 ROYAL YORK RD , Toronto, ON, Canada",
4507,43.7006479,-79.5188891,"1966 WESTON RD , Toronto, ON, Canada",
4508,43.6720628,-79.3222964,"1427 GERRARD ST E, Toronto, ON, Canada",
4509,43.6620863,-79.3486896,"935 DUNDAS ST E, Toronto, ON, Canada",
4510,43.6690017,-79.3119198,"64 KINGSTON RD , Toronto, ON, Canada",
4511,43.6713171,-79.3467764,"635 LOGAN AVE , Toronto, ON, Canada",
4512,43.6474229,-79.4042806,"588 QUEEN ST W, Toronto, ON, Canada",
4513,43.64484,-79.4161281,"934 QUEEN ST W, Toronto, ON, Canada",
4514,43.7660659,-79.2595234,"1185 BRIMLEY RD , Toronto, ON, Canada",
4515,43.6080484,-79.5599508,"220 SHERWAY DR , Toronto, ON, Canada",
4516,43.7545499,-79.5870166,"2757 KIPLING AVE , Toronto, ON, Canada",
4517,43.6596821,-79.3474291,"780 QUEEN ST W, Toronto, ON, Canada",
4518,43.7291685,-79.2885446,"890 WARDEN AVE , Toronto, ON, Canada",
4519,43.661252,-79.3384061,"983 QUEEN ST E, Toronto, ON, Canada",
4520,43.7056567,-79.3753119,"1578 BAYVIEW AVE , Toronto, ON, Canada",
4521,43.6591865,-79.4432656,"4 WADE AVE , Toronto, ON, Canada",
4522,43.6588937,-79.4427568,"685 LANSDOWNE AVE , Toronto, ON, Canada",
4523,43.7641958,-79.3987757,"205 SHEPPARD AVE E, Toronto, ON, Canada",
4524,43.6618871,-79.4074412,"196 BORDEN ST , Toronto, ON, Canada",
4525,43.6423812,-79.383257,"129 BREMNER BLVD , Toronto, ON, Canada",1
4526,43.6854914,-79.3152617,"3 WOODMOUNT AVE , Toronto, ON, Canada",
4527,43.6483121,-79.3952456,"388 RICHMOND ST W, Toronto, ON, Canada",1
4528,43.6422885,-79.4113172,"934 KING ST W, Toronto, ON, Canada",
4529,43.6397949,-79.4214197,"128 ATLANTIC AVE , Toronto, ON, Canada",
4530,43.7789517,-79.4159064,"5576 YONGE ST , Toronto, ON, Canada",
4531,43.7098368,-79.3988489,"2389 YONGE ST , Toronto, ON, Canada",
4532,43.6591767,-79.4379975,"1163 BLOOR ST W, Toronto, ON, Canada",
4533,43.7576652,-79.5443846,"80 FENMAR DR , Toronto, ON, Canada",
4534,43.6666901,-79.4120563,"854 BATHURST ST , Toronto, ON, Canada",
4535,43.7685709,-79.1652041,"60 BENNETT RD , Toronto, ON, Canada",
4536,43.6664844,-79.3144651,"1651 QUEEN ST E, Toronto, ON, Canada",
4537,43.6780776,-79.3500154,"464 DANFORTH AVE , Toronto, ON, Canada",
4538,43.653219,-79.3683803,"323 RICHMOND ST E, Toronto, ON, Canada",
4539,43.7326283,-79.4038768,"3401 YONGE ST , Toronto, ON, Canada",
4540,43.6970425,-79.4429186,"1601 EGLINTON AVE W, Toronto, ON, Canada",
4541,43.7651737,-79.1911435,"4379 KINGSTON RD , Toronto, ON, Canada",
4542,43.7152648,-79.4468303,"695 LAWRENCE AVE W, Toronto, ON, Canada",
4543,43.6476149,-79.5118194,"946 ROYAL YORK RD , Toronto, ON, Canada",
4544,43.7373062,-79.434064,"3750 BATHURST ST , Toronto, ON, Canada",
4545,43.7066293,-79.3946971,"77 DUNFIELD AVE , Toronto, ON, Canada",
4546,43.6743319,-79.4444989,"54 PETERBOROUGH AVE , Toronto, ON, Canada",
4547,43.7560941,-79.5162392,"1995 FINCH AVE W, Toronto, ON, Canada",
4548,43.6707307,-79.2983891,"2038 QUEEN ST E, Toronto, ON, Canada",
4549,43.7632489,-79.4993066,"45 FOUR WINDS DR , Toronto, ON, Canada",
4550,43.7689558,-79.1857618,"245 MORNINGSIDE AVE , Toronto, ON, Canada",
4551,43.6402451,-79.4389487,"1528 QUEEN ST W, Toronto, ON, Canada",
4552,43.6656899,-79.4523602,"1540 DUPONT ST , Toronto, ON, Canada",
4553,43.6586245,-79.3500542,"703 QUEEN ST E, Toronto, ON, Canada",
4554,43.7034659,-79.477212,"2310 KEELE ST , Toronto, ON, Canada",
4555,43.6446723,-79.398105,"521 KING ST W, Toronto, ON, Canada",
4556,43.7685448,-79.1875686,"4457 KINGSTON RD , Toronto, ON, Canada",
4557,43.7023281,-79.5200654,"30 KING ST , Toronto, ON, Canada",
4558,43.7060047,-79.5093989,"200 JOHN ST , Toronto, ON, Canada",
4559,43.6664844,-79.4058478,"362 BLOOR ST W, Toronto, ON, Canada",
4560,43.5968834,-79.5434859,"182 BROWNS LINE , Toronto, ON, Canada",
4561,43.7701561,-79.5212843,"4724 JANE ST , Toronto, ON, Canada",
4562,43.6709778,-79.4275737,"840 DUPONT ST , Toronto, ON, Canada",
4563,43.6621701,-79.335571,"1112 QUEEN ST W, Toronto, ON, Canada",
4564,43.7258815,-79.2776242,"770 BIRCHMOUNT RD , Toronto, ON, Canada",
4565,43.8169189,-79.2948492,"3750 MIDLAND AVE , Toronto, ON, Canada",
4566,43.7364717,-79.3450102,"38 KARL FRASER RD , Toronto, ON, Canada",
4567,43.6445122,-79.4003621,"604 KING ST W, Toronto, ON, Canada",
4568,43.7863804,-79.4727994,"2061 STEELES AVE W, Toronto, ON, Canada",
4569,43.735071,-79.344001,"1070 DON MILLS RD , Toronto, ON, Canada",
4570,43.6898619,-79.2932982,"2929 DANFORTH AVE , Toronto, ON, Canada",
4571,43.6804388,-79.2826,"1089 KINGSTON RD , Toronto, ON, Canada",
4572,43.7757564,-79.4141843,"5351 YONGE ST , Toronto, ON, Canada",
4573,43.7364607,-79.4372878,"369 WILSON AVE , Toronto, ON, Canada",
4574,43.7459926,-79.6194184,"1917 ALBION RD , Toronto, ON, Canada",
4575,43.640528,-79.3943791,"22 FORT YORK BLVD , Toronto, ON, Canada",
4576,43.6503406,-79.3805207,"333 BAY ST , Toronto, ON, Canada",
4577,43.7631527,-79.4420738,"4588 BATHURST ST , Toronto, ON, Canada",
4578,43.7028337,-79.2994624,"2 CEDARCREST BLVD , Toronto, ON, Canada",
4579,43.6790202,-79.3421948,"755 DANFORTH AVE , Toronto, ON, Canada",
4580,43.7015465,-79.3970115,"2029 YONGE ST , Toronto, ON, Canada",
4581,43.8011937,-79.1985036,"1145 MORNINGSIDE AVE , Toronto, ON, Canada",
4582,43.65118,-79.3882717,"180 SIMCOE ST , Toronto, ON, Canada",
4583,43.7985357,-79.1961513,"875 MILNER AVE , Toronto, ON, Canada",
4584,43.6519395,-79.4069317,"769 DUNDAS ST W, Toronto, ON, Canada",
4585,43.6390997,-79.4451902,"1710 QUEEN ST W, Toronto, ON, Canada",
4586,43.7097968,-79.398598,"2383 YONGE ST , Toronto, ON, Canada",
4587,43.6458006,-79.4196276,"72 OSSINGTON AVE , Toronto, ON, Canada",
4588,43.700609,-79.4283495,"928 EGLINTON AVE W, Toronto, ON, Canada",
4589,43.6566996,-79.4031812,"272 AUGUSTA AVE , Toronto, ON, Canada",
4590,43.6679641,-79.3966795,"273 BLOOR ST W, Toronto, ON, Canada",
4591,43.6701284,-79.3008188,"1980 QUEEN ST E, Toronto, ON, Canada",
4592,43.7755484,-79.2745638,"2240 MIDLAND AVE , Toronto, ON, Canada",
4593,43.6539566,-79.398863,"336 SPADINA AVE , Toronto, ON, Canada",
4594,43.6725913,-79.3214738,"1448 GERRARD ST E, Toronto, ON, Canada",
4595,43.7757892,-79.2305309,"1131 MARKHAM RD , Toronto, ON, Canada",
4596,43.6799824,-79.4262571,"601 CHRISTIE ST , Toronto, ON, Canada",
4597,43.6297867,-79.4882597,"260 THE QUEENSWAY  , Toronto, ON, Canada",
4598,43.6628611,-79.3840824,"3 GROSVENOR ST , Toronto, ON, Canada",
4599,43.8276712,-79.2658824,"900 MIDDLEFIELD RD , Toronto, ON, Canada",
4600,43.7203695,-79.429632,"3085 BATHURST ST , Toronto, ON, Canada",
4601,43.6573125,-79.3832297,"35 ELM ST , Toronto, ON, Canada",
4602,43.7253299,-79.2306286,"3009 KINGSTON RD , Toronto, ON, Canada",
4603,43.6554362,-79.3801571,"271 YONGE ST , Toronto, ON, Canada",
4604,43.6574411,-79.4043298,"356 COLLEGE ST , Toronto, ON, Canada",
4605,43.7314258,-79.4194594,"1852 AVENUE RD , Toronto, ON, Canada",
4606,43.6605957,-79.3429889,"898 QUEEN ST E, Toronto, ON, Canada",
4607,43.6538403,-79.3795657,"211 YONGE ST , Toronto, ON, Canada",
4608,43.6498124,-79.3879207,"218 RICHMOND ST W, Toronto, ON, Canada",1
4609,43.6680928,-79.3931747,"150 CHARLES ST W, Toronto, ON, Canada",
4610,43.7503583,-79.5519091,"2440 FINCH AVE W, Toronto, ON, Canada",
4611,43.7139809,-79.5583542,"36 REXDALE BLVD , Toronto, ON, Canada",
4612,43.6991329,-79.4756299,"2221 KEELE ST , Toronto, ON, Canada",
4613,43.7680208,-79.4760957,"1126 FINCH AVE W, Toronto, ON, Canada",
4614,43.663504,-79.3280041,"1301 QUEEN ST E, Toronto, ON, Canada",
4615,43.733716,-79.3447439,"15 O'NEILL RD , Toronto, ON, Canada",
4616,43.7455895,-79.2493198,"25 SEMINOLE AVE , Toronto, ON, Canada",
4617,43.7370209,-79.6059149,"45 WOODBINE DOWNS BLVD , Toronto, ON, Canada",
4618,43.6657115,-79.4746616,"3142 DUNDAS ST W, Toronto, ON, Canada",
4619,43.8018207,-79.1997928,"1174 MORNINGSIDE AVE , Toronto, ON, Canada",
4620,43.6800415,-79.3905568,"1097 YONGE ST , Toronto, ON, Canada",
4621,43.7076636,-79.4760651,"2355 KEELE ST , Toronto, ON, Canada",
4622,43.6470529,-79.3952998,"117 SPADINA AVE , Toronto, ON, Canada",1
4623,43.8365168,-79.249612,"6055 STEELES AVE E, Toronto, ON, Canada",
4624,43.8489586,-79.1973376,"6953 STEELES AVE W, Toronto, ON, Canada",
4625,43.823281,-79.2526986,"3480 MCNICOLL AVE , Toronto, ON, Canada",
4626,43.7717064,-79.1853362,"4543 KINGSTON RD , Toronto, ON, Canada",
4627,43.6918236,-79.5013322,"1391 WESTON RD , Toronto, ON, Canada",
4628,43.768244,-79.228714,"872 MARKHAM RD , Toronto, ON, Canada",
4629,43.6806855,-79.287543,"962 KINGSTON RD , Toronto, ON, Canada",
4630,43.7184298,-79.2507466,"3655 ST CLAIR AVE E, Toronto, ON, Canada",
4631,43.6614156,-79.5088393,"4158 DUNDAS ST W, Toronto, ON, Canada",
4632,43.6998241,-79.5158385,"1878 WESTON RD , Toronto, ON, Canada",
4633,43.6531973,-79.3974256,"492 DUNDAS ST W, Toronto, ON, Canada",
4634,43.70494,-79.3886077,"643 MOUNT PLEASANT RD , Toronto, ON, Canada",
4635,43.6150574,-79.5206638,"343 EVANS AVE , Toronto, ON, Canada",
4636,43.7485766,-79.5417171,"3412 WESTON RD , Toronto, ON, Canada",
4637,43.7840419,-79.2893681,"2330 KENNEDY RD , Toronto, ON, Canada",
4638,43.6820084,-79.3308635,"1260 DANFORTH AVE , Toronto, ON, Canada",
4639,43.7121446,-79.5775353,"269 REXDALE BLVD , Toronto, ON, Canada",
4640,43.642969,-79.4257048,"1178 QUEEN ST W, Toronto, ON, Canada",
4641,43.8237463,-79.2506213,"3500 MCNICOLL AVE , Toronto, ON, Canada",
4642,43.7262366,-79.2536637,"840 DANFORTH RD , Toronto, ON, Canada",
4643,43.6602773,-79.4797994,"514 ANNETTE ST , Toronto, ON, Canada",
4644,43.6869079,-79.4348018,"400 WINONA DR , Toronto, ON, Canada",
4645,43.6404773,-79.3909616,"325 BREMNER BLVD , Toronto, ON, Canada",1
4646,43.742576,-79.3077573,"1756 LAWRENCE AVE E, Toronto, ON, Canada",
4647,43.7637481,-79.2921106,"592 ELLESMERE RD , Toronto, ON, Canada",
