"","ESTABLISHMENT_ID","IsED","theta","psi","min_inspection","inspection","Total"
"10064",10495528,0,0.611571032550476,1.0688040687248,2,3,0
"10065",10495575,0,0.612985782351475,1.55177423858172,2,5,0
"10066",10495664,0,0.611532742352523,1.17867436322051,2,3,0
"10067",10495683,0,0.610723777439051,1.2712948380159,1,2,0
"10068",10495723,0,0.612895636879504,0.935903080764045,3,7,22
"10069",10495733,0,0.613525270129223,1.35772094302309,2,5,2
"10070",10495736,0,0.61239692832139,1.19675048192186,2,4,1
"10071",10495746,0,0.612575524645992,1.28926908128006,2,3,6
"10072",10495756,0,0.611296128045487,1.0522323688513,1,3,4
"10073",10495761,0,0.613981937943558,0.841285163957777,2,4,0
"10074",10495770,0,0.61391193650045,1.42860974671541,1,2,0
"10075",10495794,0,0.612900515433269,0.786461189656536,3,6,0
"10076",10495816,0,0.61386740175754,0.780710430589257,2,4,1
"10077",10495817,0,0.613775670136778,1.26754550390714,1,3,3
"10078",10495825,0,0.612689812556505,0.38380629266459,2,3,2
"10079",10495849,0,0.61076319544512,1.316134052315,1,1,0
"10080",10495872,0,0.611500250590858,0.528636899016112,2,3,2
"10081",10495891,0,0.610038874106073,2.0904047013025,1,2,4
"10082",10495948,0,0.610851554204129,1.13125498288737,2,3,5
"10083",10495993,0,0.612909776250787,1.02342467830058,2,6,5
"10084",10496065,0,0.614637989614863,0.667485555521786,2,4,0
"10085",10496230,0,0.613927340099576,1.29375398791059,2,6,12
"10086",10496305,0,0.612576669988234,1.81542745839595,1,2,4
"10087",10496324,0,0.611346229256536,1.44434614828837,3,6,5
"10088",10496351,0,0.61124717336221,1.1484164596867,3,7,12
"10089",10496362,0,0.611623913333872,1.46165247489947,2,4,0
"10090",10496427,0,0.612684274278244,1.4151440882411,2,4,4
"10091",10496433,0,0.611589853387438,1.60458879803444,3,5,7
"10092",10496453,0,0.612476319089614,0.79704429811473,2,4,1
"10093",10496475,0,0.611663097816655,0.533983151906594,2,6,5
"10094",10496609,0,0.612304444828371,1.26042924645154,2,4,2
"10095",10496713,0,0.613201374352889,0.478767233928058,2,4,4
"10096",10496728,0,0.612587757517394,1.35103526833555,2,5,9
"10097",10496740,0,0.614109682751048,0.813662508800164,2,3,0
"10098",10496742,0,0.613938448150137,1.4488369700221,3,2,2
"10099",10496768,0,0.612992730249394,0.990480389151553,2,4,0
"10100",10496775,0,0.613915110181553,0.715884864922766,2,5,1
"10101",10496810,0,0.611895368654458,1.38844864365045,2,4,8
"10102",10496864,0,0.614535846243119,0.913792698543052,3,2,8
"10103",10496868,0,0.609590555037477,0.445985516447589,1,1,0
"10104",10496875,0,0.611397146632604,1.36353103841614,2,5,1
"10105",10496906,0,0.614350206473847,0.759784967377991,1,2,0
"10106",10496967,0,0.611026949661285,1.02184477682027,2,4,4
"10107",10496976,0,0.613652123250706,1.18349281791187,2,4,0
"10108",10497005,0,0.611445496315553,0.891128866200035,3,7,11
"10109",10497058,0,0.614084249811127,0.773375491117948,1,3,2
"10110",10497076,0,0.61099101050239,0.437973042186098,2,4,0
"10111",10497091,0,0.613226756757027,1.11696036825019,2,6,5
"10112",10497102,0,0.613393372687882,0.897923308137302,3,4,6
"10113",10497138,0,0.613773600140439,0.498352262466639,1,2,1
"10114",10497140,0,0.613088234610976,1.4859017986185,2,5,9
"10115",10497211,0,0.613569876217673,1.26032449875519,3,6,7
"10116",10497246,0,0.611800528553273,1.25676616535476,2,4,9
"10117",10497261,0,0.612742909531004,1.33137227509569,2,3,0
"10118",10497262,0,0.612222087310107,0.525371534979647,2,3,2
"10119",10497311,0,0.613239527393672,1.53937385452404,3,8,16
"10120",10497331,0,0.612943996411112,0.535585178129916,3,6,6
"10121",10497439,0,0.61280136098907,0.589013124304773,3,5,9
"10122",10497443,0,0.613736997420631,0.860567504317646,2,3,0
"10123",10497549,0,0.612119241291439,1.17820021973114,3,7,18
"10124",10497554,0,0.614218305876214,0.532075437182505,2,4,0
"10125",10497705,0,0.612483389967795,1.72104620022826,2,5,1
"10126",10497746,0,0.611669243819794,1.71561480800715,2,2,0
"10127",10497762,0,0.612999252869574,1.04494861773645,3,7,8
"10128",10497804,0,0.612572580076757,0.852297891022778,2,7,11
"10129",10497805,0,0.613139987336625,0.858501173216181,2,3,3
"10130",10497817,0,0.613489144500758,1.23254734750547,2,1,0
"10131",10497842,0,0.613840316850954,1.21008085490422,2,3,3
"10132",10497917,0,0.611614662918408,1.5598622283284,3,4,11
"10133",10498015,0,0.612365093225166,0.751580817708812,2,4,4
"10134",10498032,0,0.613651433884167,0.88995983388421,1,2,0
"10135",10498056,0,0.615227290216381,0.86163640186227,1,2,1
"10136",10498064,0,0.611778184083625,1.65840407767514,1,2,0
"10137",10498066,0,0.610913525460183,1.27791535923767,1,1,2
"10138",10498085,0,0.611928542122134,1.46700390724011,2,3,2
"10139",10498088,0,0.613773522091493,0.561151983593149,2,4,2
"10140",10498170,0,0.613533060177461,1.20286527940933,2,4,6
"10141",10498189,0,0.61275952360388,1.16580358211011,2,3,3
"10142",10498219,0,0.614058201489372,0.626287143655172,2,5,4
"10143",10498223,0,0.612538150422391,1.37024461231887,1,2,0
"10144",10498297,0,0.613144148872936,1.13413109175672,3,7,6
"10145",10498302,0,0.612392477923991,1.6275755220462,2,4,1
"10146",10498337,0,0.612201395705945,1.4426735670749,1,2,2
"10147",10498342,0,0.613734813437576,0.659962746325764,2,6,13
